Drug,SMILES (pubchem),best_affinity_kcal/mol,TPSA,MW,XLogP3-AA,HBD,HBA,n-ROTB,n-H,n-N,n-O,n-F,n-C,n-Benzene ring,n-single bonds,n-double bonds
AICC140,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cccc(C=O)c3)cc2C)c(O)c1,-8.7,54.37,384.475,6.00148,1,3,10,24,0,3,0,26,3,34,3
AICC141,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cccc(Cl)c3)cc2C)c(O)c1,-8.8,37.3,390.91,6.84238,1,2,9,23,0,2,0,25,3,33,2
AICC142,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C(=O)CC#N)cc3)cc2C)c(O)c1,-8,78.16,423.512,6.28536,1,4,11,25,1,3,0,28,3,37,3
AICC143,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc([N+](=O)[O-])cc3)cc2C)c(O)c1,-9.3,80.44,401.462,6.09718,1,4,10,23,1,4,0,25,3,34,3
AICC144,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccccc3CN=C(N)N)cc2C)c(O)c1,-10.1,101.7,427.548,4.96238,3,3,11,29,3,2,0,27,3,42,3
AICC145,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C=C(C#N)C(=O)O)c(C)c3)cc2C)c(O)c1,-9.7,98.39,465.549,6.48898,2,5,12,27,1,4,0,30,3,41,4
AICC146,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C(C)(C)C#N)cc2C)c(O)c1,-8.4,61.09,347.458,5.32316,1,3,11,25,1,2,0,23,2,37,2
AICC147,CC(=O)Oc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9.3,63.6,414.501,6.11428,1,4,11,26,0,4,0,27,3,38,3
AICC148,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(N=CC#N)cc2C)c(O)c1,-7.9,73.45,332.403,4.74786,1,4,9,20,2,2,0,21,2,30,3
AICC149,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C)cc2C(C)(C)C)c(O)c1,-8,37.3,336.475,5.81948,1,2,8,28,0,2,0,23,2,40,2
AICC150,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#Cc3cc(C=CC(=O)O)ccc3Cl)cc2C)c(O)c1,-9.3,74.6,484.979,6.67298,2,4,10,25,0,4,0,30,3,39,4
AICC151,CCOC(=O)Cc1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-6.8,63.6,366.457,4.62758,1,4,12,26,0,4,0,23,2,39,3
AICC152,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#Cc3ccc(NC(=O)CF)cc3)cc2C)c(O)c1,-10.1,66.4,455.529,5.82978,2,3,10,26,1,3,1,29,3,40,3
AICC153,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccccc3[N+](=O)[O-])cc2C)c(O)c1,-9.3,80.44,401.462,6.09718,1,4,10,23,1,4,0,25,3,34,3
AICC154,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#Cc3ccccc3C(=O)O)cc2C)c(O)c1,-10,74.6,424.496,5.61998,2,4,9,24,0,4,0,28,3,36,3
AICC155,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C(=O)C#N)cc3)cc2C)c(O)c1,-9.1,78.16,409.485,5.89526,1,4,10,23,1,3,0,27,3,34,3
AICC156,C=CCOc1ccccc1-c1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-9.2,46.53,412.529,6.75378,1,3,12,28,0,3,0,28,3,40,3
AICC157,CCOC(=O)C(C#N)c1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-7.9,87.39,391.467,4.69226,1,5,12,25,1,4,0,24,2,39,3
AICC158,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccccc3C#CF)cc2C)c(O)c1,-8.1,37.3,398.477,6.46748,1,2,9,23,0,2,1,27,3,34,2
AICC159,Cc1ccc(C=Cc2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9.4,37.3,396.53,7.0008,1,2,11,28,0,2,0,28,3,39,3
AICC160,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccncc3)cc2C)c(O)c1,-8.8,50.19,357.453,5.58398,1,3,9,23,1,2,0,24,3,32,2
AICC161,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(S(C)(=O)=O)cc3)cc2C)c(O)c1,-9.9,71.44,434.557,5.59248,1,4,11,26,0,4,0,26,3,37,4
AICC162,Cc1ccc(C=Nc2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)c(C)c1,-9.7,49.66,411.545,6.88942,1,3,12,29,1,2,0,28,3,41,3
AICC163,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C=Cc3ccc(C(=O)O)cc3)cc2C)c(O)c1,-9.4,74.6,426.512,6.39058,2,4,11,26,0,4,0,28,3,38,4
AICC164,C=C1CCc2cc(F)c(-c3cc(C)c(C=CC(=O)c4c(C)cc(C)cc4O)c(C)c3)cc2C1=O,-9.6,54.37,454.541,7.01318,1,3,9,27,0,3,1,30,3,42,4
AICC165,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#CC(=O)O)cc2C)c(O)c1,-8,74.6,348.398,3.95808,2,4,8,20,0,4,0,22,2,31,3
AICC166,CCOC(=O)c1ccc(Nc2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-7.8,75.63,443.543,6.44228,2,5,13,29,1,4,0,28,3,43,3
AICC167,CCc1cc(C)cc(O)c1C(=O)C=Cc1c(C)cc(-c2ccccc2)cc1C,-9.2,37.3,370.492,6.44296,1,2,10,26,0,2,0,26,3,36,2
AICC168,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C3C(=O)c4ccccc4C3=O)cc2C)c(O)c1,-8.7,71.44,424.496,5.68478,1,4,9,24,0,4,0,28,3,37,4
AICC169,CNc1cc(C)cc(C)c1C=CC(=O)c1c(C)cc(C)cc1O,-8,49.33,309.409,4.56368,2,3,10,23,1,2,0,20,2,33,2
AICC170,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#CCN3C(=O)c4ccccc4C3=O)cc2C)c(O)c1,-8.9,74.68,463.533,5.16968,1,4,9,25,1,4,0,30,3,40,4
AICC171,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C3C(=O)OC(C)(C)C3=O)cc2C)c(O)c1,-8.7,80.67,406.478,4.51008,1,5,11,26,0,5,0,25,2,42,4
AICC172,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#CCC(=O)O)cc2C)c(O)c1,-8.6,74.6,362.425,4.34818,2,4,9,22,0,4,0,23,2,34,3
AICC173,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cccc(C=C4SC(=O)OC4C#N)c3)cc2C)c(O)c1,-9.8,87.39,495.6,7.30546,1,6,10,25,1,4,0,30,3,41,4
AICC174,C=CCNc1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-8.5,49.33,335.447,5.11988,2,3,11,25,1,2,0,22,2,36,3
AICC175,C=CCc1cccc(C)c1C=Cc1cccc(C=Cc2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)c1,-9.8,37.3,538.731,9.8997,1,2,15,38,0,2,0,39,4,53,5
AICC176,COc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9.3,46.53,386.491,6.19758,1,3,11,26,0,3,0,26,3,37,2
AICC177,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(CCC(=O)OCC#N)cc2C)c(O)c1,-8.3,87.39,391.467,4.52136,1,5,12,25,1,4,0,24,2,39,3
AICC178,C=Cc1cc(C)cc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)c1O,-9.8,57.53,412.529,6.846,2,3,12,28,0,3,0,28,3,40,3
AICC179,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cccc(=O)n3C)cc2C)c(O)c1,-8.7,59.3,387.479,4.88768,1,4,10,25,1,3,0,25,3,35,3
AICC180,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccccc3C(=O)c3ccccc3)cc2C)c(O)c1,-9.9,54.37,460.573,7.41998,1,3,11,28,0,3,0,32,4,39,3
AICC181,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(CC=O)cc2C)c(O)c1,-7.8,54.37,322.404,4.26338,1,3,10,22,0,3,0,21,2,32,3
AICC182,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccccc3O)cc2C)c(O)c1,-9.8,57.53,372.464,5.89458,2,3,10,24,0,3,0,25,3,34,2
AICC183,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C=Cc3cccc(O)c3)cc2C)c(O)c1,-9.5,57.53,398.502,6.39798,2,3,11,26,0,3,0,27,3,37,3
AICC184,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#CC=CC=Cc3ccc(C#N)cc3)cc2C)c(O)c1,-10.3,61.09,457.573,7.01476,1,3,10,27,1,2,0,32,3,40,4
AICC185,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cc(O)ccc3C=NNC=O)cc2C)c(O)c1,-9.2,98.99,442.515,4.97448,3,5,12,26,2,4,0,27,3,39,4
AICC186,CCOC(=O)CCc1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-7.4,63.6,380.484,5.01768,1,4,13,28,0,4,0,24,2,42,3
AICC187,COC(=O)C=Cc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9,63.6,440.539,6.37518,1,4,12,28,0,4,0,29,3,41,4
AICC188,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C(C#N)CO)cc3)cc2C)c(O)c1,-9.6,81.32,425.528,5.78846,2,4,12,27,1,3,0,28,3,40,2
AICC189,CCc1cc(-c2ccc(C(=O)CC#N)cc2)cc(C)c1C=CC(=O)c1c(C)cc(C)cc1O,-9.4,78.16,437.539,6.53934,1,4,12,27,1,3,0,29,3,40,3
AICC190,Cc1ccc(C=c2ccc(=C(Cl)C#Cc3cc(C)c(C=CC(=O)c4c(C)cc(C)cc4O)c(C)c3)cc2-c2ccccc2)cc1,-9.3,37.3,607.193,8.7249,1,2,11,35,0,2,0,42,5,49,4
AICC191,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cccc(C(=O)CC#N)c3)cc2C)c(O)c1,-10.1,78.16,423.512,6.28536,1,4,11,25,1,3,0,28,3,37,3
AICC192,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C=Cc3ccc(O)c(C=CC(=O)O)c3)cc2C)c(O)c1,-8.7,94.83,468.549,6.49578,3,5,13,28,0,5,0,30,3,42,5
AICC193,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C=CC(=O)O)cc2C)c(O)c1,-8.5,74.6,350.414,4.61978,2,4,10,22,0,4,0,22,2,33,4
AICC194,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cc(C)ccc3C)cc2C)c(O)c1,-10.1,37.3,384.519,6.80582,1,2,11,28,0,2,0,27,3,39,2
AICC195,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C(=O)O)c(F)c3)cc2C)c(O)c1,-9.4,74.6,418.464,6.02628,2,4,10,23,0,4,1,26,3,35,3
AICC196,CCOC(=O)C=Cc1cccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)c1,-9.6,63.6,454.566,6.76528,1,4,13,30,0,4,0,30,3,44,4
AICC197,Cc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)c(C)c1,-10.1,37.3,384.519,6.80582,1,2,11,28,0,2,0,27,3,39,2
AICC198,CCOC(C)(C)C#Cc1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-7.7,46.53,390.523,5.68858,1,3,13,30,0,3,0,26,2,45,2
AICC199,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccccc3C=CC(=O)O)cc2C)c(O)c1,-9.8,74.6,426.512,6.28678,2,4,11,26,0,4,0,28,3,38,4
AICC200,COC(=O)c1ccccc1-c1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-8.8,63.6,414.501,5.97558,1,4,11,26,0,4,0,27,3,38,3
AICC201,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C#CCNC=Cc3ccccc3)cc2C)c(O)c1,-9.1,49.33,435.567,6.13398,2,3,11,29,1,2,0,30,3,42,3
AICC202,CC(=C(C#N)C#N)c1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-8.8,84.88,370.452,5.34264,1,4,10,22,2,2,0,24,2,34,3
AICC203,C=C(C)CNC(=O)Cc1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-8.2,66.4,391.511,4.75678,2,3,13,29,1,3,0,25,2,43,4
AICC204,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(NCC(=O)OC(C)(C)C)cc2C)c(O)c1,-8.2,75.63,409.526,5.27558,2,5,11,31,1,4,0,25,2,47,3
AICC205,C=CCc1cc(C)c(C=CC(=O)c2c(C)cc(CC)cc2O)c(C)c1,-7.8,37.3,334.459,5.50446,1,2,11,26,0,2,0,23,2,37,3
AICC206,CC(C#N)=CCOc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9,70.32,451.566,7.03766,1,4,13,29,1,3,0,30,3,43,3
AICC207,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cc(C)ccc3C#N)cc2C)c(O)c1,-8.6,61.09,395.502,6.36908,1,3,10,25,1,2,0,27,3,36,2
AICC208,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C=C(C#N)C#N)c(C)c3)cc2C)c(O)c1,-10.1,84.88,446.55,6.92796,1,4,11,26,2,2,0,30,3,39,3
AICC209,C#Cc1cc(C)cc(O)c1C(=O)C=Cc1c(C)cc(C)cc1C,-7.9,37.3,304.389,4.50328,1,2,8,20,0,2,0,21,2,29,2
AICC210,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(Nc3ccccc3Cl)cc2C)c(O)c1,-9.4,49.33,405.925,6.91898,2,3,10,24,1,2,0,25,3,35,2
AICC211,Cc1ccc(OCC#Cc2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9,46.53,424.54,6.2609,1,3,11,28,0,3,0,29,3,41,2
AICC212,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C)cc2CC#N)c(O)c1,-8.2,61.09,319.404,4.58806,1,3,9,21,1,2,0,21,2,31,2
AICC213,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C=Cc4ccc(C)cc4C#N)cc3O)cc2C)c(O)c1,-9.5,81.32,513.637,8.24508,2,4,13,31,1,3,0,35,4,45,3
AICC214,Cc1ccc(C=Cc2cc(C)cc(Cc3cc(C)c(C=CC(=O)c4c(C)cc(C)cc4O)c(C)c3)c2)cc1,-10.3,37.3,500.682,8.90002,1,2,14,36,0,2,0,36,4,50,3
AICC215,CCOC(=O)C=C(C#N)C(=O)c1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9.3,104.46,507.586,6.38476,1,6,14,29,1,5,0,32,3,45,5
AICC216,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C=Cc3ccc(C#N)cc3)cc2C)c(O)c1,-9.1,61.09,407.513,6.56406,1,3,10,25,1,2,0,28,3,36,3
AICC217,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(CCc3ccc(C#N)cc3)cc2C)c(O)c1,-9.7,61.09,409.529,6.17886,1,3,11,27,1,2,0,28,3,39,2
AICC218,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(NC3=C(C#N)C(=O)CS3)cc2C)c(O)c1,-8.9,90.19,418.518,4.98496,2,6,10,22,2,3,0,24,2,37,4
AICC219,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C3CC4CC(C(=O)O)C3C4)cc2C)c(O)c1,-9.9,74.6,418.533,5.73628,2,4,10,30,0,4,0,27,2,49,3
AICC220,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(CC(=O)O)cc3)cc2C)c(O)c1,-9.1,74.6,414.501,5.81608,2,4,11,26,0,4,0,27,3,38,3
AICC221,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(CCO)cc2C)c(O)c1,-7.8,57.53,324.42,4.05678,2,3,11,24,0,3,0,21,2,35,2
AICC222,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(OCC#N)cc3)cc2C)c(O)c1,-7.9,70.32,411.501,6.09136,1,4,11,25,1,3,0,27,3,37,2
AICC223,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3cccc(C(=O)O)c3)cc2C)c(O)c1,-8.7,74.6,400.474,5.88718,2,4,10,24,0,4,0,26,3,35,3
AICC224,CCOC(=O)C(C#N)=Cc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9.3,87.39,479.576,6.65906,1,5,13,29,1,4,0,31,3,44,4
AICC225,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C3C(=O)CC(C)(C)CC3=O)cc2C)c(O)c1,-9.7,71.44,418.533,5.56378,1,4,11,30,0,4,0,27,2,47,4
AICC226,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3c(C)cc(C=C4SC(=Cc5ccccc5)S4=N)cc3C)cc2C)c(O)c1,-8.9,61.15,589.826,10.23029,2,4,13,35,1,2,0,37,4,52,5
AICC227,C=CCOC(=O)Cc1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-7.9,63.6,378.468,4.79368,1,4,12,26,0,4,0,24,2,39,4
AICC228,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C=C(C#N)C(=O)O)cc3)cc2C)c(O)c1,-10,98.39,451.522,6.18056,2,5,11,25,1,4,0,29,3,38,4
AICC229,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccccc(C)c3=O)cc2C)c(O)c1,-8.6,54.37,398.502,5.8576,1,3,10,26,0,3,0,27,3,36,3
AICC230,CCOc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1,-9.1,46.53,400.518,6.58768,1,3,12,28,0,3,0,27,3,40,2
AICC231,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C=C(C#N)C(=O)O)cc3C)cc2C)c(O)c1,-9.6,98.39,465.549,6.48898,2,5,12,27,1,4,0,30,3,41,4
AICC232,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(C3(C)CC(=O)C(C)(C)OC3=O)cc2C)c(O)c1,-9.8,80.67,434.532,5.07428,1,5,12,30,0,5,0,27,2,48,4
AICC233,CCOC(=O)C(C#N)=Cc1ccc(-c2cc(C)c(C=CC(=O)c3c(C)cc(C)cc3O)c(C)c2)cc1C#N,-9.1,111.18,504.586,6.53074,1,6,13,28,2,4,0,32,3,44,4
AICC234,Cc1cc(C)c(C=CC(=O)c2c(C)cc(-c3ccccc3)cc2O)c(C)c1,-9.7,37.3,356.465,6.18898,1,2,9,24,0,2,0,25,3,33,2
AICC235,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C(=O)C(F)(F)F)cc3)cc2C)c(O)c1,-10.2,54.37,452.472,6.93398,1,3,10,23,0,3,3,27,3,37,3
AICC236,CC=CC#Cc1cc(C)c(C=CC(=O)c2c(C)cc(C)cc2O)c(C)c1,-7.6,37.3,344.454,5.44958,1,2,9,24,0,2,0,24,2,35,3
AICC237,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(Cc3ccc(N=Nc4ccccc4)cn3)cc2C)c(O)c1,-8.7,74.91,475.592,7.92318,1,5,12,29,3,2,0,31,4,41,3
AICC238,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(C=Cc4ccccc4C#N)cc3)cc2C)c(O)c1,-9.3,61.09,483.611,8.23106,1,3,11,29,1,2,0,34,4,41,3
AICC239,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(Cc3ccc(C#N)cc3)cc2C)c(O)c1,-9.6,61.09,395.502,5.98446,1,3,10,25,1,2,0,27,3,36,2
AICC240,Cc1cc(C)c(C(=O)C=Cc2c(C)cc(-c3ccc(OC(F)(F)F)cc3)cc2C)c(O)c1,-9.6,46.53,440.461,7.08758,1,3,10,23,0,3,3,26,3,37,2
